transcript,met_module,cor,gene_id,region_soy,blast_soy,Phytozome_link,blast_ara
tr_21931,Module_10,0.718661102,Phvul.005G118900,coding,GLYMA12G31520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G118900,| Symbols:  | Protein of unknown function (DUF3049) | chr5:7315003-7316394 REVERSE LENGTH=463
tr_16669,Module_10,0.714285714,Phvul.010G038200,coding,GLYMA03G23890.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G038200,| Symbols:  | Zinc-binding dehydrogenase family protein | chr3:698530-700278 REVERSE LENGTH=350
tr_26420,Module_10,0.714285714,Phvul.001G244000,coding,GLYMA18G03020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G244000,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr5:1672266-1674602 FORWARD LENGTH=371
tr_936,Module_10,0.710714286,Phvul.002G000600,coding,GLYMA01G41450.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G000600,| Symbols: PLA-I{beta]2 | alpha/beta-Hydrolases superfamily protein | chr4:9467563-9469116 FORWARD LENGTH=517
tr_9771,Module_10,0.710714286,Phvul.005G156900,coding,GLYMA15G03040.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G156900,"| Symbols: LOX1, ATLOX1 | lipoxygenase 1 | chr1:20525798-20530143 FORWARD LENGTH=859"
tr_22946,Module_10,0.710714286,Phvul.007G166100,coding,GLYMA19G39460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G166100,| Symbols:  | B-box type zinc finger protein with CCT domain | chr2:19608245-19609476 FORWARD LENGTH=332
tr_4744,Module_10,0.709938721,Phvul.010G148600,coding,GLYMA08G21880.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G148600,"| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: photosystem I P subunit (TAIR:AT2G46820.2); Has 291 Blast hits to 291 proteins in 50 species: Archae - 0; Bacteria - 90; Metazoa - 0; Fungi - 0; Plants - 200; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). | chr1:19453770-19454605 REVERSE LENGTH=156"
tr_26033,Module_10,0.707775082,Phvul.001G185200,coding,GLYMA19G37420.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G185200,| Symbols:  | Pyruvate kinase family protein | chr2:15339253-15342781 FORWARD LENGTH=527
tr_6102,Module_10,0.70420046,Phvul.002G233800,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G233800,
tr_8250,Module_10,0.703571429,Phvul.010G137700,coding,GLYMA08G20460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G137700,| Symbols:  | Survival protein SurE-like phosphatase/nucleotidase | chr1:27423678-27425928 REVERSE LENGTH=385
tr_8700,Module_10,0.703571429,Phvul.007G006400,coding,GLYMA20G38740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G006400,| Symbols: THFS | 10-formyltetrahydrofolate synthetase | chr1:18702064-18704687 FORWARD LENGTH=634
tr_16001,Module_10,0.703571429,Phvul.011G085900,noncoding,GLYMA12G08600.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G085900,None
tr_5914,Module_11,0.892214054,Phvul.008G2149000,coding,GLYMA02G43490.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G2149000,| Symbols:  | unknown protein; Has 37 Blast hits to 37 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 37; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:1416563-1418291 REVERSE LENGTH=193
tr_24902,Module_11,0.875,Phvul.005G031100,coding,GLYMA11G12220.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G031100,| Symbols:  | ARM repeat superfamily protein | chr1:28655914-28658531 FORWARD LENGTH=811
tr_22926,Module_11,0.840990669,Phvul.002G286200,coding,GLYMA05G38150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G286200,| Symbols:  | Protein of unknown function (DUF 3339) | chr3:18029659-18030133 FORWARD LENGTH=89
tr_1897,Module_11,0.839285714,Phvul.009G222000,noncoding,GLYMA18G06110.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G222000,None
tr_15866,Module_11,0.839285714,Phvul.002G3121001,noncoding,GLYMA08G04180.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G3121001,None
tr_18824,Module_11,0.835714286,Phvul.004G079000,coding,GLYMA02G07830.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G079000,| Symbols:  | transcription regulator NOT2/NOT3/NOT5 family protein | chr5:6021610-6027031 REVERSE LENGTH=843
tr_21867,Module_11,0.829227983,Phvul.010G046000,coding,GLYMA03G25720.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G046000,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:8347200-8349347 FORWARD LENGTH=715
tr_26470,Module_11,0.828571429,Phvul.008G073200,coding,GLYMA18G45900.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G073200,None
tr_11786,Module_11,0.814285714,Phvul.009G043900,coding,GLYMA04G40060.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G043900,| Symbols:  | RING/U-box superfamily protein | chr5:1551593-1553543 FORWARD LENGTH=363
tr_21967,Module_11,0.814285714,Phvul.006G198100,coding,GLYMA15G06710.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G198100,| Symbols: PIP | proline iminopeptidase | chr2:6041441-6043475 REVERSE LENGTH=329
tr_1278,Module_11,0.810714286,Phvul.002G195000,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G195000,None
tr_22535,Module_11,0.810714286,Phvul.001G171400,coding,GLYMA03G33150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G171400,| Symbols: NAKR2 | Chloroplast-targeted copper chaperone protein | chr2:15694300-15695461 FORWARD LENGTH=258
tr_15606,Module_11,0.807239967,Phvul.008G288500,coding,GLYMA14G00750.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G288500,| Symbols:  | Protein kinase superfamily protein | chr3:2459696-2463241 REVERSE LENGTH=724
tr_24719,Module_11,0.807142857,Phvul.002G226000,coding,GLYMA07G31330.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G226000,| Symbols:  | Protein of unknown function (DUF1218) | chr1:22490430-22491330 REVERSE LENGTH=180
tr_7377,Module_11,0.806077176,Phvul.009G086200,coding,GLYMA04G06340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G086200,"| Symbols: AtMAPR2, MAPR2 | membrane-associated progesterone binding protein 2 | chr2:10609447-10609749 FORWARD LENGTH=100"
tr_25714,Module_11,0.803571429,Phvul.010G008000,coding,GLYMA01G27200.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G008000,| Symbols:  | Josephin family protein | chr3:20042895-20044429 REVERSE LENGTH=280
tr_2879,Module_11,0.796428571,Phvul.011G038700,coding,GLYMA12G04110.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G038700,"| Symbols: ATPLT5, PMT5, ATPMT5 | polyol/monosaccharide transporter 5 | chr3:6489000-6491209 REVERSE LENGTH=539"
tr_25216,Module_11,0.796428571,Phvul.002G002800,coding,GLYMA05G05820.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G002800,| Symbols: LON2 | lon protease 2 | chr5:19093356-19098678 REVERSE LENGTH=888
tr_2138,Module_11,0.792857143,Phvul.003G165400,coding,GLYMA17G12280.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G165400,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G32342.1). | chr5:8799934-8802333 REVERSE LENGTH=169
tr_2050,Module_11,0.791023092,Phvul.010G045300,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G045300,None
tr_16944,Module_11,0.778571429,Phvul.007G259700,coding,GLYMA02G29260.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G259700,| Symbols:  | Plastid-lipid associated protein PAP / fibrillin family protein | chr2:17566242-17567830 FORWARD LENGTH=269
tr_23920,Module_11,0.778571429,Phvul.003G261700,coding,GLYMA16G23870.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G261700,| Symbols: CPK28 | calcium-dependent protein kinase 28 | chr5:26457145-26459434 REVERSE LENGTH=435
tr_10133,Module_11,0.775,Phvul.010G026000,coding,GLYMA16G10340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G026000,| Symbols:  | Disease resistance protein (TIR-NBS-LRR class) family | chr5:14567771-14571916 REVERSE LENGTH=1191
tr_17603,Module_11,0.775,Phvul.004G063400,coding,GLYMA19G06110.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G063400,| Symbols:  | Zinc-finger domain of monoamine-oxidase A repressor R1 protein | chr1:25412816-25415530 FORWARD LENGTH=512
tr_26160,Module_11,0.771428571,Phvul.006G040600,coding,GLYMA08G42640.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G040600,| Symbols:  | Major facilitator superfamily protein | chr5:22284721-22287025 FORWARD LENGTH=491
tr_19988,Module_11,0.767857143,Phvul.008G1053001,coding,GLYMA07G18020.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G1053001,| Symbols:  | Protein kinase superfamily protein | chr3:2750285-2752086 FORWARD LENGTH=393
tr_22234,Module_11,0.767857143,Phvul.004G094400,coding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G094400,None
tr_25366,Module_11,0.767857143,Phvul.009G125900,coding,GLYMA04G42800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G125900,"| Symbols: ATAF1, ANAC002 | NAC (No Apical Meristem) domain transcriptional regulator superfamily protein | chr1:268471-269514 FORWARD LENGTH=289"
tr_1608,Module_11,0.764285714,Phvul.002G006800,coding,GLYMA11G04620.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G006800,| Symbols:  | unknown protein; Has 39 Blast hits to 39 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr2:14861635-14862000 REVERSE LENGTH=121
tr_1773,Module_11,0.764285714,Phvul.006G189900,coding,GLYMA13G31790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G189900,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr1:22564785-22571555 FORWARD LENGTH=1181
tr_24535,Module_11,0.764285714,Phvul.009G146400,coding,GLYMA06G09560.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G146400,"| Symbols: IRX9-L, I9H | Nucleotide-diphospho-sugar transferases superfamily protein | chr1:9604083-9605881 REVERSE LENGTH=394"
tr_20205,Module_11,0.761394406,Phvul.003G022300,coding,GLYMA09G21300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G022300,| Symbols: GYRA | DNA GYRASE A | chr3:3339612-3346243 REVERSE LENGTH=950
tr_23339,Module_11,0.760714286,Phvul.010G155200,coding,GLYMA07G03460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G155200,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G32342.1). | chr5:8799934-8802333 REVERSE LENGTH=169
tr_20467,Module_11,0.757473586,Phvul.007G071100,coding,GLYMA10G37940.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G071100,| Symbols:  | PAR1 protein | chr5:21264281-21265173 REVERSE LENGTH=195
tr_17186,Module_11,0.752005138,Phvul.002G124900,coding,GLYMA01G35410.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G124900,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G23270.1); Has 1251 Blast hits to 756 proteins in 185 species: Archae - 0; Bacteria - 295; Metazoa - 374; Fungi - 176; Plants - 58; Viruses - 17; Other Eukaryotes - 331 (source: NCBI BLink). | chr1:11261705-11262610 REVERSE LENGTH=301
tr_23297,Module_11,0.75,Phvul.002G301700,coding,GLYMA05G36560.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G301700,| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr5:8284858-8287651 REVERSE LENGTH=694
tr_25975,Module_11,0.75,Phvul.003G016900,coding,GLYMA02G09460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G016900,| Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:5105237-5106793 REVERSE LENGTH=252
tr_8725,Module_11,0.742857143,Phvul.002G026100,coding,GLYMA01G38510.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G026100,| Symbols:  | RING/U-box superfamily protein | chr2:10123551-10124234 REVERSE LENGTH=227
tr_838,Module_11,0.741940827,Phvul.001G054200,coding,GLYMA17G31050.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G054200,| Symbols:  | Ribosomal protein L33 family protein | chr5:6266324-6266500 REVERSE LENGTH=58
tr_24656,Module_11,0.739923265,Phvul.001G035500,noncoding,None,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G035500,None
tr_9091,Module_11,0.739285714,Phvul.002G132100,coding,GLYMA10G33790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G132100,| Symbols: UGT73B5 | UDP-glucosyl transferase 73B5 | chr2:6758817-6763398 FORWARD LENGTH=494
tr_25300,Module_11,0.738303862,Phvul.004G075500,coding,GLYMA17G23740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G075500,"| Symbols: ANAC083, VNI2, NAC083 | NAC domain containing protein 83 | chr5:4196643-4197577 FORWARD LENGTH=252"
tr_2606,Module_11,0.736372055,Phvul.004G149100,coding,GLYMA09G30430.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G149100,| Symbols: RKL1 | receptor-like kinase 1 | chr1:17918475-17920743 FORWARD LENGTH=655
tr_4530,Module_11,0.735714286,Phvul.003G065700,coding,GLYMA05G28250.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G065700,"| Symbols: AtCYS2, CYS2 | PHYTOCYSTATIN 2 | chr2:13609246-13609770 REVERSE LENGTH=147"
tr_6674,Module_11,0.735714286,Phvul.008G196100,,,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G196100,
tr_21721,Module_11,0.735714286,Phvul.001G244900,coding,GLYMA18G02900.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G244900,| Symbols: UGP3 | UDP-glucose pyrophosphorylase 3 | chr3:20792689-20797482 REVERSE LENGTH=883
tr_1763,Module_12,0.828665856,Phvul.004G0542000,coding,GLYMA19G18330.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G0542000,"| Symbols: SOX, AT-SO, AtSO | sulfite oxidase | chr3:314919-317274 REVERSE LENGTH=393"
tr_24765,Module_12,0.828571429,Phvul.004G147800,coding,GLYMA09G30300.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G147800,"| Symbols: ATMKK9, MKK9 | MAP kinase kinase 9 | chr1:27639419-27640351 REVERSE LENGTH=310"
tr_25915,Module_12,0.822547892,Phvul.002G035800,coding,GLYMA11G01650.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G035800,| Symbols:  | Nuclear transport factor 2 (NTF2) family protein | chr1:26932079-26933086 FORWARD LENGTH=216
tr_5345,Module_12,0.822162974,Phvul.004G138500,coding,GLYMA16G33800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G138500,| Symbols:  | Kunitz family trypsin and protease inhibitor protein | chr1:6149343-6149933 FORWARD LENGTH=196
tr_26042,Module_12,0.821428571,Phvul.002G292000,coding,GLYMA05G37550.3,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G292000,"| Symbols: BLH2, SAW1 | BEL1-like homeodomain 2 | chr4:17369423-17373723 FORWARD LENGTH=739"
tr_14009,Module_12,0.812256171,Phvul.002G045500,coding,GLYMA11G00790.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G045500,None
tr_25366,Module_12,0.810714286,Phvul.009G125900,coding,GLYMA04G42800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G125900,"| Symbols: ATAF1, ANAC002 | NAC (No Apical Meristem) domain transcriptional regulator superfamily protein | chr1:268471-269514 FORWARD LENGTH=289"
tr_20320,Module_12,0.803571429,Phvul.010G046700,coding,GLYMA12G24150.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G046700,| Symbols:  | Domain of unknown function (DUF3598) | chr2:18452937-18454785 REVERSE LENGTH=500
tr_25943,Module_12,0.803571429,Phvul.002G041400,coding,GLYMA11G01100.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G041400,| Symbols:  | PLATZ transcription factor family protein | chr1:11827588-11829444 FORWARD LENGTH=213
tr_12286,Module_12,0.799288288,Phvul.003G254600,coding,GLYMA16G25240.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G254600,| Symbols:  | ARM repeat superfamily protein | chr4:17245400-17247926 REVERSE LENGTH=718
tr_3537,Module_12,0.792857143,Phvul.005G110800,coding,GLYMA12G32460.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110800,| Symbols:  | S-locus lectin protein kinase family protein | chr4:1419278-1422828 REVERSE LENGTH=1010
tr_24602,Module_12,0.781367026,Phvul.002G163300,coding,GLYMA11G02070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G163300,| Symbols: SEH1H | Transducin/WD40 repeat-like superfamily protein | chr1:23881582-23883073 FORWARD LENGTH=326
tr_2044,Module_12,0.778571429,Phvul.005G129500,coding,GLYMA01G08600.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G129500,| Symbols:  | Serine carboxypeptidase S28 family protein | chr5:7639511-7642945 REVERSE LENGTH=502
tr_26420,Module_12,0.775,Phvul.001G244000,coding,GLYMA18G03020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G244000,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr5:1672266-1674602 FORWARD LENGTH=371
tr_18957,Module_12,0.771428571,Phvul.002G019300,coding,GLYMA11G06030.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G019300,| Symbols:  | Calcium-binding EF-hand family protein | chr2:6831024-6831587 FORWARD LENGTH=187
tr_22892,Module_12,0.764285714,Phvul.006G044900,coding,GLYMA06G35010.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G044900,| Symbols:  | RING/U-box superfamily protein | chr3:5070472-5072344 REVERSE LENGTH=486
tr_13717,Module_12,0.760714286,Phvul.007G239800,coding,GLYMA02G18090.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G239800,| Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:3324978-3326933 REVERSE LENGTH=651
tr_9771,Module_12,0.757142857,Phvul.005G156900,coding,GLYMA15G03040.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G156900,"| Symbols: LOX1, ATLOX1 | lipoxygenase 1 | chr1:20525798-20530143 FORWARD LENGTH=859"
tr_16124,Module_12,0.753571429,Phvul.008G207900,coding,GLYMA14G04610.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G207900,| Symbols:  | Zinc-binding alcohol dehydrogenase family protein | chr5:16894087-16897450 FORWARD LENGTH=390
tr_20138,Module_12,0.753571429,Phvul.001G132300,coding,GLYMA19G32110.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.001G132300,| Symbols:  | NB-ARC domain-containing disease resistance protein | chr3:4857940-4861104 FORWARD LENGTH=1054
tr_23191,Module_12,0.753571429,Phvul.002G301600,coding,GLYMA08G02980.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G301600,| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr4:12497287-12499661 FORWARD LENGTH=332
tr_1608,Module_12,0.75,Phvul.002G006800,coding,GLYMA11G04620.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G006800,| Symbols:  | unknown protein; Has 39 Blast hits to 39 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr2:14861635-14862000 REVERSE LENGTH=121
tr_9407,Module_12,0.75,Phvul.003G287900,coding,GLYMA08G37670.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G287900,"| Symbols: CLA1, DEF, CLA, DXS, DXPS2 | Deoxyxylulose-5-phosphate synthase | chr4:8884218-8887254 FORWARD LENGTH=717"
tr_14426,Module_12,0.75,Phvul.011G127500,coding,GLYMA12G15560.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.011G127500,| Symbols:  | DNAJ heat shock N-terminal domain-containing protein | chr2:17793404-17795419 FORWARD LENGTH=344
tr_26384,Module_12,0.75,Phvul.005G110300,coding,GLYMA12G32520.2,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G110300,| Symbols:  | S-locus lectin protein kinase family protein | chr2:8293789-8296275 FORWARD LENGTH=828
tr_8889,Module_12,0.74888323,Phvul.006G118100,coding,GLYMA15G15020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.006G118100,| Symbols: ACLB-1 | ATP-citrate lyase B-1 | chr3:2079247-2082633 REVERSE LENGTH=608
tr_9345,Module_12,0.746428571,Phvul.002G121200,coding,GLYMA01G35800.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.002G121200,| Symbols: ABCG14 | ATP-binding cassette 14 | chr1:11375252-11377644 REVERSE LENGTH=648
tr_16773,Module_12,0.746428571,Phvul.007G272300,coding,GLYMA10G01070.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.007G272300,"| Symbols: IBR10, ATECI2, ECI2, ECHIB, PEC12 | indole-3-butyric acid response 10 | chr4:8304910-8305632 REVERSE LENGTH=240"
tr_26842,Module_12,0.746428571,Phvul.003G091800,coding,GLYMA07G38740.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G091800,"| Symbols: ATAILP1, AILP1 | Aluminium induced protein with YGL and LRDR motifs | chr5:6423398-6425785 FORWARD LENGTH=234"
tr_9523,Module_12,0.742857143,Phvul.005G042300,coding,GLYMA08G16830.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G042300,| Symbols:  | RING/U-box superfamily protein | chr3:22187635-22188555 FORWARD LENGTH=306
tr_24757,Module_12,0.742857143,Phvul.005G156900,coding,GLYMA13G42340.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G156900,"| Symbols: LOX1, ATLOX1 | lipoxygenase 1 | chr1:20525798-20530143 FORWARD LENGTH=859"
tr_11634,Module_12,0.739285714,Phvul.009G260300,coding,GLYMA07G05310.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.009G260300,"| Symbols: ATPAP29, PAP29 | purple acid phosphatase 29 | chr5:25328237-25329616 FORWARD LENGTH=389"
tr_980,Module_12,0.735714286,Phvul.003G165900,coding,GLYMA13G23470.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.003G165900,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr5:6814093-6815171 FORWARD LENGTH=290
tr_6424,Module_12,0.735714286,Phvul.010G039300,coding,GLYMA03G24020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.010G039300,| Symbols:  | Zinc-binding dehydrogenase family protein | chr3:698530-700278 REVERSE LENGTH=350
tr_9358,Module_12,0.732142857,Phvul.004G135500,coding,GLYMA16G33480.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.004G135500,| Symbols:  | Protein of unknown function (DUF789) | chr1:901304-902672 FORWARD LENGTH=308
tr_21931,Module_12,0.729292183,Phvul.005G118900,coding,GLYMA12G31520.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.005G118900,| Symbols:  | Protein of unknown function (DUF3049) | chr5:7315003-7316394 REVERSE LENGTH=463
tr_14524,Module_12,0.728571429,Phvul.008G060300,coding,GLYMA18G47020.1,https://phytozome-next.jgi.doe.gov/report/gene/Pvulgaris_v2_1/Phvul.008G060300,| Symbols: BRH1 | brassinosteroid-responsive RING-H2 | chr3:22741701-22742213 REVERSE LENGTH=170
